,tractID,nodeID,dti_fa,dti_md
0,ATR_L,0,0.2615429984126834,0.0007243890059276455
1,ATR_L,1,0.2955770059792258,0.0007165915314772572
2,ATR_L,2,0.3287124619479102,0.000714223994053202
3,ATR_L,3,0.356266514356367,0.000712433738372534
4,ATR_L,4,0.3781631302071689,0.0007069804417189797
5,ATR_L,5,0.39764868072830156,0.000700266054608331
6,ATR_L,6,0.4126544430233151,0.0006931043970951826
7,ATR_L,7,0.42453235473139456,0.0006863388347319202
8,ATR_L,8,0.43485522403643756,0.0006798323694600612
9,ATR_L,9,0.44383195230273376,0.0006738755500656086
10,ATR_L,10,0.45058311052225536,0.0006686731975652058
11,ATR_L,11,0.4565034554693504,0.0006645433055576521
12,ATR_L,12,0.4641509628542286,0.0006608023622765001
13,ATR_L,13,0.4696773033433075,0.000657743858350816
14,ATR_L,14,0.4727173513579424,0.0006553898072133745
15,ATR_L,15,0.4707355460856881,0.0006532693314226128
16,ATR_L,16,0.4628738915810747,0.0006509663186964108
17,ATR_L,17,0.4508025052950357,0.0006486829352434872
18,ATR_L,18,0.43604195976115506,0.0006474055799813817
19,ATR_L,19,0.419816661911818,0.0006470240488109663
20,ATR_L,20,0.4027177403867331,0.0006469637069189689
21,ATR_L,21,0.38712377185399216,0.0006467349195305142
22,ATR_L,22,0.37164723073322486,0.0006460965267183296
23,ATR_L,23,0.3558881051389408,0.0006446525186055266
24,ATR_L,24,0.3415073055745654,0.0006423762799895851
25,ATR_L,25,0.3315044182275548,0.0006397389159742182
26,ATR_L,26,0.324587562655157,0.000636275620716695
27,ATR_L,27,0.3219339939363536,0.000632944797019377
28,ATR_L,28,0.3218401474799686,0.0006293485427726943
29,ATR_L,29,0.3267436924561358,0.00062836269220835
30,ATR_L,30,0.33403464002155375,0.0006272846976588496
31,ATR_L,31,0.34173764143205554,0.0006270802449178648
32,ATR_L,32,0.34917015329788126,0.0006276239570483243
33,ATR_L,33,0.3545771183647665,0.0006301178339460886
34,ATR_L,34,0.35769693279625014,0.0006335785631363866
35,ATR_L,35,0.3591356124494674,0.0006371507096775824
36,ATR_L,36,0.36029337285783386,0.0006405249146091267
37,ATR_L,37,0.3622431892736581,0.0006428143903584049
38,ATR_L,38,0.36528340012281846,0.0006432803357169794
39,ATR_L,39,0.3694957471361422,0.0006419103796790991
40,ATR_L,40,0.3747539477455788,0.0006388219573603094
41,ATR_L,41,0.38165374739050917,0.0006355381690980487
42,ATR_L,42,0.38902959199331927,0.0006313874646382859
43,ATR_L,43,0.39686138445657704,0.000627088103481107
44,ATR_L,44,0.4058300926211004,0.0006224172861081695
45,ATR_L,45,0.4148723138636731,0.0006178701762162304
46,ATR_L,46,0.424370878643612,0.0006137422882830975
47,ATR_L,47,0.4332993743256662,0.0006101167736796101
48,ATR_L,48,0.44126253522927045,0.0006065820666511863
49,ATR_L,49,0.4457849279561922,0.0006038333862990578
50,ATR_L,50,0.4487927473188888,0.0006011747648740655
51,ATR_L,51,0.45021617022802235,0.000598878559962861
52,ATR_L,52,0.4500123311923595,0.0005975935926091514
53,ATR_L,53,0.44928004334168037,0.0005971328796839897
54,ATR_L,54,0.44844930388955556,0.0005970885229041072
55,ATR_L,55,0.4496514910386989,0.0005975462628398344
56,ATR_L,56,0.4535440262796131,0.0005982417264866892
57,ATR_L,57,0.4598100619007477,0.0005987428394095451
58,ATR_L,58,0.4685787604746201,0.0005987827529849526
59,ATR_L,59,0.48022795163925663,0.000598295742156208
60,ATR_L,60,0.4919955283862426,0.0005974962851600647
61,ATR_L,61,0.5025326083573783,0.000596428137770028
62,ATR_L,62,0.5123908227172523,0.0005944640232449103
63,ATR_L,63,0.5219444883749123,0.0005922150986946792
64,ATR_L,64,0.5324591058696305,0.000588649161594119
65,ATR_L,65,0.5427655506788649,0.0005837600848499897
66,ATR_L,66,0.5510682858649902,0.0005773368801251558
67,ATR_L,67,0.5572322457027045,0.0005707213616609368
68,ATR_L,68,0.5594801575463099,0.0005651492017769128
69,ATR_L,69,0.5619291974486516,0.0005604989157303851
70,ATR_L,70,0.5608969618923338,0.0005569852057365318
71,ATR_L,71,0.5544546564295897,0.0005536880872627017
